,Dialogue
35905,'s good mr call chauncey
35906,'d tell lawyer sec damn
35907,oh say 'your house closed ' mean say business shut
35908,
35909,join u dinner wo n't mr
35910,'re prisoner mr 're prisoner tube technology
35911,failure bone produce blood cell damn thing oh make comfortable prolong life steroid therapy transfusion make blood boil little left mr 's generally young person 's disease getting year die young person 's disease
35912,sure air tight little extra oxygen pumped keep spirit
35913,welcome memorial hospital mr
35914,'re gon na need somebody someone 's got ta around oughta find guess oughta old 'cause ai n't gon na young one good little thing 're always gon na little ai n't goodbye
35915,well ai n't mornin ' got ta go
35916,well stewin ' prune every mornin ' 's somethin ' guess goin '
35917,oh lord n't know expectin ' 'm sorry ' like sir n't know expectin ' 'spose 'd better gather breakfast
35918,well ai n't truth
35919,dammit got say gobbledegook old 's layin ' dead hell n't make difference
35920,got hell room called think woke probably n't alert said 'yeah 's expectin ' said 'd send somebody ' lord mornin '
35921,must happened durin ' night n't know lord n't breathin ' cold fish touched see believe 's doin ' get paid covered pulled sheet
35922,'s dead old 's dead
35923,back stair damn 's needin ' never need
35924,'m afraid 's slippin ' every hour go
35925,old getting weaker
35926,evening
35927,said try
35928,try
35929,try
35930,levity got
35931,laconic matter fact scuttlebutt 's strong candidate one vacant seat board first american sort piece 're going need fact background come
35932,thank chauncey thank much right 'm
35933,really
35934,'s good 's good
35935,yes
35936,'m becoming quite attached chauncey quite attached n't
35937,need
35938,oh 'm sorry well need facility please hesitate ask
35939,hah tell truth wait feel better ever meet
35940,feel well enough
35941,reasonable good 'd like meet reasonable n't ask join u dinner
35942,oh n't bad darling fortunate mr turned reasonable
35943,shut lack news 'm sorry go
35944,heard
35945,'s good day better 've told
35946,headache
35947,tired 'm getting tired tired 'm well
35948,oh miss 'm feeling
35949,'ll see look leg mr
35950,thank 'll mr 'm needed
35951,thank fine
35952,good evening
35953,would two excuse moment
35954,come let 's let men talk many people asking
35955,chauncey mr rowley
35956,oh 've dying meet mr
35957,chauncey
35958,look brought
35959,hello
35960,nice come
35961,course 'm sorry
35962,'s damn job never happened
35963,something 've done
35964,maybe talk somebody darling
35965,well think need time alone darling 's getting age know really miss
35966,oh well talked morning love california quote say 'the secret service getting drag ' guess want privacy
35967,said good night
35968,good night
35969,business bullshit going night meet bitch bar
35970,talk like one think 's brilliant
35971,yes chauncey
35972,take care
35973,'re right mr n't like feeling sorry
35974,nonsense mr thank coming spend time dying
35975,flew boston another charity event 'll sorry missed
35976,'m afraid
35977,longer margin inflation gone far 've reached limit taxation dependence foreign energy reached crisis see mr free enterprise system reached breaking point brink another recovery might possible
35978,sympathize position mr know difficult straightforward reaction speech could chaos
35979,overall pretty good mr think 's dangerous resort temporary measure stage game
35980,yes
35981,mr 'd like meet dear friend mr chauncey
35982,'m convinced mr visit raised spirit
35983,mr good see
35984,sure could really use 'd grateful help also think know would n't mind terribly little puppet show every would lot lift spirit know would n't mind terribly
35985,know
35986,people make mistake
35987,n't know 's small community u place n't know 're happy 'll keep trying way come stay u join struggle
35988,saw see 's life n't try thing n't
35989,yeah going kill inside
35990,'s okay worked odd sort way
35991,better friend
35992,monkey
35993,'s
35994,'m love first time 's funny happens 's question
35995,
35996,'re confused
35997,need shower
35998,maybe 've always never faced
35999,n't anything respect fact would n't let near ten foot pole way nine foot nine inch anyway
36000,love first
36001,relationship based love cage monkey gun
36002,'s
36003,'ll never happen fuckface
36004,hell darling close today live dangerously
36005,bastard
36006,suck
36007,'m goddamn vowed cherish forever hold gun
36008,sometimes 're forced make hard decision 'd like u stay together know platonically 's possible truly value friendship
36009,'m sorry nasty
36010,well action play
36011,
36012,love 'm sorry
36013,yes
36014,fuck
36015,u course
36016,'m giving 've changed 've found new focus
36017,'ve always hated animal
36018,'m getting rid animal 've lost interest besides 're standing
36019,'m getting rid fucking animal
36020,nothing n't go 've thinking let 's try work 've got much history
36021,
36022,know eskimo one fifty word 's much
36023,'ll okay 'll fix lasagna weâll smoke joint tension melt away
36024,'re right know thinking dinner since two partner might nice gesture
36025,oh know lot hanging around apartment think must lonely
36026,n't crowd
36027,go back tonight eight exactly
36028,everything felt right first time need go back make sure feeling still 'm going speak dr feldman sexual reassignment surgery
36029,'ve going experience last night 've decided 'm transsexual n't craziest thing
36030,fuck pet partner come back ride fuck everything else
36031,n't fucking take back
36032,go back inside something sudden everything made sense knew
36033,go back
36034,go back
36035,'m scared
36036,
36037,want tomorrow morning plus 'd like meet partner
36038,want try
36039,n't ridiculous thing portal someone else 's brain
36040,'kay
36041,thanks 'm going turn
36042,dressed wound 've feeding everyone putting everyone bed
36043,iguana
36044,'s puncture wound infected
36045,worried
36046,eat
36047,hi
36048,'s beautiful
36049,sort childhood trauma think possible feeling inadequacy chimp interesting huh
36050,'ll understand besides 've got morning appointment tomorrow 's 're getting bottom acid stomach
36051,seven ish
36052,n't cute taught
36053,
36054,'d
36055,trial date set
36056,monkey
36057,would check seems little weather morning
36058,everyone ca n't well grub worm waiting favor
36059,well know maybe something else whole puppet thing turn around
36060,listen 've thinking maybe 'd feel better got know job something
36061,got ta run shipment grub worm coming first thing
36062,'m afraid idea saying bastard
36063,music ear whatever said speak speak speak magnificent friend speak
36064,'re like 've granted ca n't understand 're saying either soft palette resonates tremendously well never ever constrict epiglottis
36065,suggest time piddling suggestion mumbling job applicant good besides dr see think 's said
36066,yex
36067,mr juarez
36068,money miss wart
36069,'m sorry 'm afraid idea 're saying right
36070,pardon
36071,please seat mr juarez
36072,welcome lestercorp meet filing need
36073,jm inc someone
36074,hell would know n't philosophy
36075,let try
36076,
36077,good
36078,right glow want 's fucking constitution
36079,idea like two people look total lust devotion pair eye n't suppose would 's quite thrill
36080,picked unrequited variety bad skin
36081,'ve fallen love
36082,'re late
36083,unbolt fucking door einstein
36084,n't find attractive 'm smitten 're looked eye last night could feel peering behind stubble prominent brow male pattern baldness sensed feminine longing peering slew
36085,okay ever want someone else kidding two hundred dollar fifteen minute visit jm inc building etc etc
36086,'ll protect dollface
36087,sure 'd fun
36088,fine 'll going offer partnership way 's money
36089,exactly two hundred dollar
36090,good 'll sell ticket
36091,fellow appealing
36092,'s
36093,sound delightful fuck
36094,better
36095,
36096,might want check tarot card one time
36097,yikes
36098,'re someone could get interested play doll
36099,tell get mind gutter enough
36100,good 're getting somewhere
36101,mean really attracted fag share recipe like
36102,'re fag liar
36103,donât let girly shit fool 'd blow short
36104,christ 're fag n't want wasting time
36105,tit
36106,usual
36107,married
36108,
36109,dubious n't welsh meet stuck pig seven o'clock 're late walk help find cheated
36110,somebody told
36111,told
36112,told
36113,
36114,yeah
36115,
36116,know ever got would n't clue 's thing
36117,fifty line get 's pant
36118,yes well
36119,would n't know
36120,dreary somebody public like frog tell one 's name livelong june admiring bog
